insured_id,full_name,birth_date,driver_age,profession,annual_income,region
INS_001235,Franck Gomes-Simon,1994-01-02,57,technicien,24600.0,Normandie
INS_001236,Robert-Pierre Berthelot,1981-05-08,53,sans emploi,10300.0,Auvergne-Rhône-Alpes
INS_001237,Colette-Brigitte Morel,1974-05-27,41,fonctionnaire,24200.0,Île-de-France
INS_001238,Daniel Aubry,1968-07-10,31,ouvrier,25200.0,Nouvelle-Aquitaine
INS_001239,Jeanne-Hortense Boucher,1996-06-30,46,chef d'entreprise,44900.0,Île-de-France
INS_001240,Sébastien Alexandre,1981-04-01,80,chauffeur,30600.0,Hauts-de-France
INS_001241,Auguste Le Guillet,1956-04-16,69,enseignant,35800.0,Auvergne-Rhône-Alpes
INS_001242,Brigitte-Lucy Morel,1991-06-10,72,ouvrier,16700.0,Nouvelle-Aquitaine
INS_001243,Monique-Audrey Valette,1948-12-02,48,chauffeur,29000.0,Pays de la Loire
INS_001244,Marine Gay,1971-08-22,44,sans emploi,8000.0,Occitanie
INS_001245,Gabriel Letellier,1986-07-11,49,agriculteur,19500.0,Auvergne-Rhône-Alpes
INS_001246,Adrienne Couturier du Vincent,1964-08-07,72,commerçant,35200.0,Hauts-de-France
INS_001247,Hugues Gimenez,1980-12-27,31,technicien,33400.0,Pays de la Loire
INS_001248,Camille Rocher,1959-04-23,71,auto-entrepreneur,31500.0,Grand Est
INS_001249,Yves Foucher,2008-03-26,41,retraité,21800.0,Hauts-de-France
INS_001250,Claude Robin,1959-05-23,40,fonctionnaire,28800.0,Île-de-France
INS_001251,Louis Caron de la Marques,1950-08-07,56,artisan,24300.0,Auvergne-Rhône-Alpes
INS_001252,Anaïs-Noémi Charles,1950-10-04,29,commerçant,56200.0,Centre-Val de Loire
INS_001253,Renée de la Ledoux,1953-11-23,49,infirmier,25400.0,Pays de la Loire
INS_001254,Élodie Coulon-Delaunay,1986-06-28,74,retraité,29100.0,Île-de-France
INS_001255,Roger de la Berger,1949-11-29,73,infirmier,17800.0,Île-de-France
INS_001256,Margot Pottier,2003-08-15,44,médecin,94100.0,Grand Est
INS_001257,Bertrand Leconte,1971-06-15,28,technicien,31600.0,Nouvelle-Aquitaine
INS_001258,Marine Aubert,1965-08-09,38,médecin,72200.0,Grand Est
INS_001259,Alexandrie Pires Le Roy,2007-08-15,74,fonctionnaire,28700.0,Occitanie
INS_001260,Simone Ferrand de la Besnard,1948-03-23,65,chef d'entreprise,46500.0,Hauts-de-France
INS_001261,Eugène Pottier-Besson,1955-03-24,19,retraité,18700.0,Île-de-France
INS_001262,Bertrand Rousset,1948-10-31,60,enseignant,34000.0,Auvergne-Rhône-Alpes
INS_001263,Claudine Hervé de Le Goff,1989-02-08,24,commercial,43000.0,Île-de-France
INS_001264,Honoré Lebreton,1975-01-31,53,auto-entrepreneur,37800.0,Île-de-France
INS_001265,Françoise Rousset,1979-04-18,24,technicien,8000.0,Auvergne-Rhône-Alpes
INS_001266,Richard Le Lévy,1975-10-30,23,chauffeur,23000.0,Grand Est
INS_001267,Xavier Moreau,1969-02-15,36,technicien,28100.0,Occitanie
INS_001268,Amélie Le Picard,1949-03-09,26,chauffeur,30200.0,Hauts-de-France
INS_001269,Thierry Le Vincent,1974-09-10,73,sans emploi,17800.0,Bretagne
INS_001270,Arthur Chevallier,1987-01-01,47,auto-entrepreneur,30600.0,Centre-Val de Loire
INS_001271,Catherine Moreau,1963-10-29,26,commerçant,55400.0,Centre-Val de Loire
INS_001272,Hortense Gillet,1977-06-09,29,commerçant,30500.0,Hauts-de-France
INS_001273,Hugues Vallée,2000-01-03,54,retraité,16200.0,Occitanie
INS_001274,Aurore Lemoine-Philippe,1976-12-09,37,commerçant,22400.0,Bretagne
INS_001275,Aimée Fournier,1960-12-25,46,auto-entrepreneur,10500.0,Auvergne-Rhône-Alpes
INS_001276,Manon Le Camus,1970-03-08,34,ouvrier,21800.0,Île-de-France
INS_001277,Alain Perrot,1988-07-05,72,cadre supérieur,106800.0,Île-de-France
INS_001278,Madeleine Huet,2008-02-23,48,infirmier,30000.0,Hauts-de-France
INS_001279,Laure de Toussaint,1961-08-19,18,auto-entrepreneur,38800.0,Pays de la Loire
INS_001280,Alix Berthelot,2005-03-12,56,infirmier,28100.0,Auvergne-Rhône-Alpes
INS_001281,Denis Leblanc-Carlier,1986-10-14,74,cadre supérieur,57700.0,Hauts-de-France
INS_001282,Laurent Dijoux,2005-12-01,33,technicien,28700.0,Île-de-France
INS_001283,Henriette Delattre de la Baudry,1955-01-08,23,technicien,32300.0,Occitanie
INS_001284,Thibaut Boulanger du Allard,1953-09-13,51,enseignant,28300.0,Pays de la Loire
INS_001285,Stéphane Allard,1988-06-29,69,fonctionnaire,32100.0,Auvergne-Rhône-Alpes
INS_001286,Daniel Le Lagarde,1989-10-27,72,étudiant,16400.0,Île-de-France
INS_001287,Christiane du Pires,1954-07-18,57,chauffeur,23900.0,Occitanie
INS_001288,Constance-Margaud Mercier,1980-07-05,30,auto-entrepreneur,41800.0,Nouvelle-Aquitaine
INS_001289,Éric Prévost,1998-04-16,29,chauffeur,33100.0,Centre-Val de Loire
INS_001290,Alexandre Salmon,1965-06-23,35,infirmier,31900.0,Île-de-France
INS_001291,Olivie Bailly,1973-04-22,27,retraité,21400.0,Île-de-France
INS_001292,Denis-Étienne Gautier,1953-09-08,39,étudiant,8000.0,Occitanie
INS_001293,Thibault Chauvet,1962-03-18,68,auto-entrepreneur,39200.0,Île-de-France
INS_001294,Hortense-Hortense Grondin,1988-09-14,71,commercial,39800.0,Provence-Alpes-Côte d'Azur
INS_001295,Audrey Lagarde,1994-07-12,22,chauffeur,35700.0,Hauts-de-France
INS_001296,Philippe Texier,1974-12-06,30,sans emploi,14400.0,Bretagne
INS_001297,Éléonore Chevallier,1976-05-11,25,fonctionnaire,41200.0,Centre-Val de Loire
INS_001298,Édouard Olivier,1959-08-27,42,enseignant,21700.0,Pays de la Loire
INS_001299,Agathe Dupuy,2005-04-06,30,retraité,22300.0,Occitanie
INS_001300,Xavier Renaud-Boulay,1958-04-15,51,artisan,73700.0,Grand Est
INS_001301,Matthieu Chauvet,1976-04-07,37,étudiant,8000.0,Bourgogne-Franche-Comté
INS_001302,Suzanne Hoarau,1972-05-02,58,sans emploi,13000.0,Provence-Alpes-Côte d'Azur
INS_001303,Thibaut Guyon,1997-05-01,58,commerçant,26600.0,Auvergne-Rhône-Alpes
INS_001304,Nathalie Raymond,2004-07-25,74,chef d'entreprise,62000.0,Île-de-France
INS_001305,Alex-Catherine Sauvage,1974-03-08,45,étudiant,12900.0,Nouvelle-Aquitaine
INS_001306,Gérard Paul,1979-04-14,68,sans emploi,11500.0,Auvergne-Rhône-Alpes
INS_001307,Roger Chevallier,1977-11-30,80,artisan,27900.0,Île-de-France
INS_001308,Étienne Klein,1973-02-02,62,auto-entrepreneur,32500.0,Hauts-de-France
INS_001309,Guy Pinto de la Briand,1963-12-12,49,chef d'entreprise,68000.0,Île-de-France
INS_001310,Raymond Blanchard,1974-08-09,77,médecin,61300.0,Centre-Val de Loire
INS_001311,Bernadette Mace,1976-12-09,62,cadre,72100.0,Hauts-de-France
INS_001312,Stéphane Grenier,1979-10-28,26,artisan,41300.0,Occitanie
INS_001313,Olivie Breton,1973-10-21,66,médecin,123800.0,Nouvelle-Aquitaine
INS_001314,Michel Maury,2001-11-20,64,retraité,20800.0,Auvergne-Rhône-Alpes
INS_001315,Michel de Deschamps,1965-10-25,75,technicien,27600.0,Île-de-France
INS_001316,Charles Robin,1952-08-04,53,retraité,24500.0,Auvergne-Rhône-Alpes
INS_001317,Maryse Clément,1978-05-26,40,auto-entrepreneur,30400.0,Nouvelle-Aquitaine
INS_001318,Dominique Raymond,2005-03-26,35,retraité,25600.0,Normandie
INS_001319,Monique Bertrand,1993-10-19,46,commerçant,47900.0,Auvergne-Rhône-Alpes
INS_001320,Clémence Goncalves,2000-02-19,52,fonctionnaire,43300.0,Nouvelle-Aquitaine
INS_001321,André Humbert,1964-10-21,64,cadre supérieur,73900.0,Île-de-France
INS_001322,Louise Toussaint,1956-10-12,57,cadre supérieur,46600.0,Normandie
INS_001323,Eugène Bernard,1984-08-14,79,enseignant,31100.0,Hauts-de-France
INS_001324,Aimé-Michel Mahe,1999-04-16,30,technicien,32300.0,Hauts-de-France
INS_001325,Adèle Raynaud-Teixeira,1960-05-20,36,auto-entrepreneur,28600.0,Nouvelle-Aquitaine
INS_001326,Thérèse-Susanne Lejeune,1973-03-27,25,médecin,65600.0,Île-de-France
INS_001327,Adèle Moulin Le Legendre,1985-01-01,29,commercial,67200.0,Bretagne
INS_001328,André de la Caron,1948-11-13,24,étudiant,12600.0,Occitanie
INS_001329,Alex Rodrigues,1999-03-11,42,artisan,51900.0,Grand Est
INS_001330,Lucy-Margot Fernandez,1948-06-27,57,agriculteur,30800.0,Provence-Alpes-Côte d'Azur
INS_001331,Dorothée Renard,1987-09-28,63,fonctionnaire,40400.0,Île-de-France
INS_001332,Dorothée Pineau Le Da Silva,1951-04-07,59,étudiant,10900.0,Occitanie
INS_001333,Isaac Tessier du Mercier,1993-03-07,41,commercial,23200.0,Hauts-de-France
INS_001334,Anouk Klein-Georges,1953-11-16,70,ouvrier,25400.0,Nouvelle-Aquitaine
INS_001335,Jacques-Rémy Pasquier,1978-06-14,20,cadre,57300.0,Provence-Alpes-Côte d'Azur
INS_001336,Thibault de Nicolas,1981-05-24,22,infirmier,26500.0,Bourgogne-Franche-Comté
INS_001337,Aurore du Ramos,1988-10-13,52,agriculteur,41200.0,Nouvelle-Aquitaine
INS_001338,Marcel Raynaud Le Poirier,1978-07-01,51,étudiant,13700.0,Grand Est
INS_001339,Marthe Dumont du Dijoux,1991-05-04,65,sans emploi,8000.0,Île-de-France
INS_001340,Virginie Arnaud,2001-01-25,61,chef d'entreprise,51200.0,Occitanie
INS_001341,William Leclercq-Martin,1952-11-05,29,ouvrier,26200.0,Hauts-de-France
INS_001342,Célina Gallet,1998-10-29,39,agriculteur,23900.0,Grand Est
INS_001343,Patricia Pasquier de Le Roux,1967-06-05,40,commerçant,54200.0,Bretagne
INS_001344,Aimé de la Blot,1963-02-21,38,commerçant,37800.0,Normandie
INS_001345,Honoré Ribeiro,1977-04-27,64,ouvrier,24500.0,Nouvelle-Aquitaine
INS_001346,Adèle Noël,1988-08-09,54,enseignant,25700.0,Hauts-de-France
INS_001347,Nicole Ramos,1981-03-29,34,technicien,31600.0,Nouvelle-Aquitaine
INS_001348,Emmanuel Leclercq,1966-03-22,46,retraité,8400.0,Bourgogne-Franche-Comté
INS_001349,Valentine Reynaud,1995-08-17,56,cadre supérieur,61500.0,Île-de-France
INS_001350,Olivier Meyer,1984-11-29,74,chauffeur,9100.0,Auvergne-Rhône-Alpes
INS_001351,Margaret Pinto-Pasquier,2003-11-07,38,infirmier,33500.0,Île-de-France
INS_001352,Raymond Ribeiro,1980-12-27,76,fonctionnaire,34500.0,Hauts-de-France
INS_001353,Agnès Guillaume,1981-10-10,24,commerçant,20400.0,Île-de-France
INS_001354,Marthe François,2006-06-26,27,chef d'entreprise,48200.0,Île-de-France
INS_001355,Alexandre-Jean Mallet,1984-11-13,34,chef d'entreprise,82500.0,Pays de la Loire
INS_001356,Sébastien Seguin,1969-12-10,54,commercial,34200.0,Nouvelle-Aquitaine
INS_001357,Céline Hamel Le Munoz,1999-06-11,68,étudiant,9400.0,Occitanie
INS_001358,Grégoire Pasquier,1950-11-13,70,auto-entrepreneur,12000.0,Bretagne
INS_001359,Julien Sauvage-Hernandez,1959-01-06,64,artisan,26600.0,Pays de la Loire
INS_001360,Emmanuel Marie Le Morel,1994-05-26,23,technicien,26700.0,Pays de la Loire
INS_001361,Matthieu Guillou,1946-12-20,44,médecin,53400.0,Bourgogne-Franche-Comté
INS_001362,Camille Brunet,1957-05-19,73,artisan,53100.0,Pays de la Loire
INS_001363,Marcelle Diallo,1966-01-08,21,cadre supérieur,51100.0,Auvergne-Rhône-Alpes
INS_001364,Raymond Labbé,2007-12-10,38,cadre,36200.0,Hauts-de-France
INS_001365,Alfred du Chevallier,1990-05-12,27,chauffeur,21700.0,Île-de-France
INS_001366,Céline de Langlois,2004-02-20,80,technicien,39600.0,Occitanie
INS_001367,Aurore Le Roux du Lambert,1951-11-23,68,agriculteur,37000.0,Nouvelle-Aquitaine
INS_001368,Alain Verdier Le Riou,2001-08-08,39,chauffeur,29400.0,Île-de-France
INS_001369,Émilie Olivier,1963-06-15,43,cadre,40800.0,Occitanie
INS_001370,Margaud Leleu-Besnard,1987-09-06,66,chauffeur,24600.0,Île-de-France
INS_001371,Denis-Édouard Paris,1952-08-10,54,commerçant,42800.0,Auvergne-Rhône-Alpes
INS_001372,Caroline Leclerc Le Dias,1965-06-18,33,agriculteur,37500.0,Auvergne-Rhône-Alpes
INS_001373,Guy Baudry,1960-10-27,77,fonctionnaire,36200.0,Hauts-de-France
INS_001374,Honoré Raymond,2001-08-11,60,artisan,24500.0,Nouvelle-Aquitaine
INS_001375,Simone Girard-Dumont,1947-03-24,56,chef d'entreprise,49700.0,Grand Est
INS_001376,Bernard Jacob,1948-10-14,28,infirmier,33600.0,Centre-Val de Loire
INS_001377,Nathalie Colin,1989-10-17,77,retraité,17400.0,Pays de la Loire
INS_001378,Sophie-Martine Langlois,1966-05-03,61,étudiant,8000.0,Nouvelle-Aquitaine
INS_001379,Xavier de Faivre,1993-07-23,78,commercial,43100.0,Grand Est
INS_001380,Christelle-Bernadette Rocher,1974-11-25,73,chauffeur,27300.0,Normandie
INS_001381,Marcelle Pottier,1985-12-30,25,infirmier,37700.0,Auvergne-Rhône-Alpes
INS_001382,Sylvie Grondin,2005-02-01,19,auto-entrepreneur,29300.0,Nouvelle-Aquitaine
INS_001383,Thibault Poirier,2002-11-28,66,commerçant,42500.0,Auvergne-Rhône-Alpes
INS_001384,Édith Bonnin,2003-03-10,57,auto-entrepreneur,40200.0,Provence-Alpes-Côte d'Azur
INS_001385,Marguerite De Sousa,1976-02-11,42,chauffeur,23000.0,Hauts-de-France
INS_001386,Noël Marie,1967-07-17,20,agriculteur,14000.0,Auvergne-Rhône-Alpes
INS_001387,Denise Carre,1993-10-12,57,cadre,46400.0,Auvergne-Rhône-Alpes
INS_001388,Charlotte Grégoire de Lebon,1996-11-26,59,retraité,32300.0,Bourgogne-Franche-Comté
INS_001389,Isaac Berthelot,1986-04-25,72,commercial,32700.0,Bretagne
INS_001390,René Pinto du Maury,1971-06-12,73,chef d'entreprise,80400.0,Île-de-France
INS_001391,Jacqueline Lévy de la Leduc,1969-07-31,32,infirmier,34900.0,Centre-Val de Loire
INS_001392,Françoise Lemonnier,1982-08-18,80,agriculteur,17300.0,Provence-Alpes-Côte d'Azur
INS_001393,Marianne Devaux,1989-02-16,23,médecin,46400.0,Île-de-France
INS_001394,Vincent Laroche,1950-04-22,79,agriculteur,29300.0,Occitanie
INS_001395,Véronique-Céline Allain,1982-12-14,37,cadre supérieur,113800.0,Nouvelle-Aquitaine
INS_001396,Brigitte Hebert,1956-06-30,65,technicien,33900.0,Île-de-France
INS_001397,Antoinette Joseph,1952-04-01,37,chef d'entreprise,53700.0,Auvergne-Rhône-Alpes
INS_001398,Monique Millet du Imbert,1986-12-28,35,agriculteur,19400.0,Pays de la Loire
INS_001399,Franck Joly,2001-04-18,70,fonctionnaire,47200.0,Centre-Val de Loire
INS_001400,David Peltier,1954-10-19,78,commerçant,16200.0,Auvergne-Rhône-Alpes
INS_001401,Luce Perrier-Chauvet,1981-10-22,26,chauffeur,22700.0,Île-de-France
INS_001402,François Le Ribeiro,1981-04-29,51,technicien,35900.0,Centre-Val de Loire
INS_001403,Martin Wagner Le Blanc,1982-02-10,45,enseignant,25200.0,Centre-Val de Loire
INS_001404,Dominique Antoine de la Cousin,1949-05-01,46,médecin,96200.0,Hauts-de-France
INS_001405,Anastasie Martin-Fischer,1980-09-05,61,étudiant,8000.0,Pays de la Loire
INS_001406,Cécile Carre,1999-12-09,37,chauffeur,19500.0,Provence-Alpes-Côte d'Azur
INS_001407,Martin Boutin-Maury,1970-03-28,76,agriculteur,36900.0,Centre-Val de Loire
INS_001408,Monique Lebon,1969-06-09,59,chauffeur,22600.0,Bourgogne-Franche-Comté
INS_001409,Frédérique Dupré-Giraud,1975-04-26,78,sans emploi,9900.0,Provence-Alpes-Côte d'Azur
INS_001410,Roger du Alves,1998-04-26,38,sans emploi,16700.0,Normandie
INS_001411,Guy Leconte,1953-04-23,74,chauffeur,24500.0,Centre-Val de Loire
INS_001412,Auguste Jourdan,1946-05-22,37,ouvrier,15600.0,Occitanie
INS_001413,Renée Dufour,1950-09-25,26,fonctionnaire,38000.0,Île-de-France
INS_001414,Susanne Grenier,1983-06-24,56,fonctionnaire,39200.0,Hauts-de-France
INS_001415,Édith De Sousa,1977-06-29,19,enseignant,28400.0,Nouvelle-Aquitaine
INS_001416,Stéphanie Jacob-Monnier,1959-08-15,26,auto-entrepreneur,23900.0,Occitanie
INS_001417,Adèle Verdier,1976-10-13,72,auto-entrepreneur,25700.0,Nouvelle-Aquitaine
INS_001418,Philippe Royer-Bouchet,2003-10-10,26,auto-entrepreneur,18600.0,Île-de-France
INS_001419,Mathilde-Alexandria Morel,1981-03-11,18,enseignant,42000.0,Bourgogne-Franche-Comté
INS_001420,Cécile Blin,1975-09-26,32,ouvrier,25700.0,Provence-Alpes-Côte d'Azur
INS_001421,David Chauveau,1991-06-21,77,étudiant,10100.0,Bourgogne-Franche-Comté
INS_001422,Nicolas-Raymond Chevalier,1978-05-15,73,retraité,19800.0,Grand Est
INS_001423,Aurore Moulin du Lombard,1992-02-15,45,médecin,115000.0,Nouvelle-Aquitaine
INS_001424,Zacharie Couturier,1979-05-15,56,cadre,28700.0,Provence-Alpes-Côte d'Azur
INS_001425,Marcelle-Anastasie Le Goff,1979-02-08,78,technicien,28700.0,Provence-Alpes-Côte d'Azur
INS_001426,Noël De Sousa,1977-09-11,51,commerçant,23200.0,Grand Est
INS_001427,Margot De Oliveira,1967-08-19,70,cadre,35700.0,Bretagne
INS_001428,William Brun de Lemonnier,2003-07-17,51,enseignant,31100.0,Hauts-de-France
INS_001429,Roland Bertin de Lombard,1975-03-17,58,cadre,35100.0,Centre-Val de Loire
INS_001430,Sébastien Roux,1986-09-30,36,étudiant,8300.0,Occitanie
INS_001431,Thierry Michel Le Vallée,1950-08-06,28,infirmier,30600.0,Occitanie
INS_001432,Astrid Le Fleury,1953-09-30,62,cadre,39800.0,Hauts-de-France
INS_001433,Guillaume-Gilbert Garcia,1992-02-10,23,chauffeur,17600.0,Provence-Alpes-Côte d'Azur
INS_001434,Diane Maury de la Delmas,1973-07-15,29,artisan,38900.0,Pays de la Loire
INS_001435,Gilles Bonnin,1960-04-12,46,commerçant,48200.0,Île-de-France
INS_001436,Rémy David,1966-12-31,55,retraité,26700.0,Bretagne
INS_001437,David Valentin,2004-03-27,38,étudiant,11300.0,Provence-Alpes-Côte d'Azur
INS_001438,Paul Chrétien,2007-12-30,63,sans emploi,10800.0,Provence-Alpes-Côte d'Azur
INS_001439,Inès Peltier,1973-02-17,41,commercial,49900.0,Île-de-France
INS_001440,François Verdier,1991-08-31,64,technicien,35000.0,Pays de la Loire
INS_001441,Anastasie Clerc,1962-01-21,53,agriculteur,23500.0,Nouvelle-Aquitaine
INS_001442,André Brun,1974-08-19,76,sans emploi,10500.0,Nouvelle-Aquitaine
INS_001443,Madeleine Ollivier,1992-05-28,67,chauffeur,27800.0,Provence-Alpes-Côte d'Azur
INS_001444,Hortense Gillet-Normand,1989-11-07,37,ouvrier,26400.0,Auvergne-Rhône-Alpes
INS_001445,Julie Rodrigues,1978-10-26,75,retraité,21100.0,Île-de-France
INS_001446,Agathe Hervé,2003-10-25,18,étudiant,12500.0,Grand Est
INS_001447,Monique Potier,1965-04-15,49,fonctionnaire,44400.0,Hauts-de-France
INS_001448,Alice de Rossi,1985-07-22,56,cadre supérieur,71800.0,Bretagne
INS_001449,Laetitia Daniel,1962-06-06,47,enseignant,33800.0,Nouvelle-Aquitaine
INS_001450,Gilbert Bègue,1982-03-15,56,commercial,57200.0,Grand Est
INS_001451,Isabelle Peron,1987-09-23,58,enseignant,35600.0,Hauts-de-France
INS_001452,Raymond Le Labbé,1988-11-19,21,étudiant,8000.0,Île-de-France
INS_001453,Hugues Lévy,1946-01-24,72,cadre,49700.0,Île-de-France
INS_001454,Arthur Richard,1971-04-23,39,infirmier,28900.0,Bourgogne-Franche-Comté
INS_001455,Caroline du Marty,1959-03-22,28,cadre,89000.0,Grand Est
INS_001456,Gilbert Olivier de Laurent,1984-06-02,29,commerçant,68200.0,Centre-Val de Loire
INS_001457,Théophile Descamps,2001-09-20,37,chef d'entreprise,77100.0,Nouvelle-Aquitaine
INS_001458,Théophile de Neveu,2005-09-27,70,technicien,28700.0,Île-de-France
INS_001459,Thibaut Dumont,1969-01-31,48,ouvrier,25000.0,Île-de-France
INS_001460,Éléonore-Cécile Grenier,1957-01-03,39,fonctionnaire,32600.0,Hauts-de-France
INS_001461,Nicolas Peltier de Riou,1973-12-19,21,agriculteur,29700.0,Île-de-France
INS_001462,Marcel-Xavier Pires,1993-12-01,23,agriculteur,34600.0,Occitanie
INS_001463,Édouard-Auguste Baron,1994-05-10,34,infirmier,21300.0,Hauts-de-France
INS_001464,Nath Le Roux,2008-02-23,77,chef d'entreprise,90800.0,Île-de-France
INS_001465,Gilles-Emmanuel Besnard,1949-10-08,49,auto-entrepreneur,14000.0,Pays de la Loire
INS_001466,Thibault du Colin,1986-01-24,63,enseignant,31000.0,Auvergne-Rhône-Alpes
INS_001467,David Gimenez,1993-10-29,58,étudiant,10900.0,Pays de la Loire
INS_001468,Thibault de Pichon,1990-06-21,69,étudiant,10000.0,Grand Est
INS_001469,Alfred Legrand,1949-11-01,53,ouvrier,20100.0,Pays de la Loire
INS_001470,Maurice-Alain Mahe,1954-10-11,18,étudiant,11900.0,Grand Est
INS_001471,Alfred Chartier,1969-12-31,37,infirmier,29900.0,Occitanie
INS_001472,Jacques Michaud,1981-08-08,67,médecin,89400.0,Île-de-France
INS_001473,Victoire du Nguyen,1970-11-05,57,médecin,58200.0,Centre-Val de Loire
INS_001474,Richard Jean,1945-08-10,30,sans emploi,17400.0,Nouvelle-Aquitaine
INS_001475,Chantal Duhamel,1979-02-14,48,médecin,105200.0,Pays de la Loire
INS_001476,Margaret Normand,1964-06-23,48,chauffeur,22800.0,Île-de-France
INS_001477,Thomas Jourdan,1951-02-10,39,retraité,27800.0,Occitanie
INS_001478,Marianne Faure-Jacques,1993-04-22,77,ouvrier,20100.0,Provence-Alpes-Côte d'Azur
INS_001479,Tristan Renaud de la Lenoir,1947-11-17,38,agriculteur,23100.0,Hauts-de-France
INS_001480,Élisabeth Ribeiro,1989-03-28,31,cadre supérieur,100600.0,Hauts-de-France
INS_001481,Thomas Lagarde,1968-01-12,40,médecin,96000.0,Île-de-France
INS_001482,Thomas Navarro,1991-09-22,35,chauffeur,14000.0,Normandie
INS_001483,Alfred Olivier,1946-12-30,71,médecin,114900.0,Île-de-France
INS_001484,Isabelle-Victoire Perrier,1949-05-14,29,technicien,29000.0,Hauts-de-France
INS_001485,Manon Didier-Joubert,2006-03-11,20,infirmier,28800.0,Auvergne-Rhône-Alpes
INS_001486,Agnès Da Silva,1966-10-10,49,commercial,30000.0,Bretagne
INS_001487,Alice Lebon,1952-11-04,31,chef d'entreprise,8000.0,Hauts-de-France
INS_001488,Suzanne de la Traore,1981-11-24,25,sans emploi,14900.0,Nouvelle-Aquitaine
INS_001489,Alfred Guyon,1954-04-27,46,cadre,57800.0,Occitanie
INS_001490,Noël Maurice,1948-04-13,75,auto-entrepreneur,8000.0,Occitanie
INS_001491,Aimé Giraud,1985-04-04,73,étudiant,8000.0,Hauts-de-France
INS_001492,Benoît Pineau de la Maury,1949-06-05,27,médecin,104300.0,Pays de la Loire
INS_001493,Bertrand Mahe,1982-11-19,61,artisan,47400.0,Centre-Val de Loire
INS_001494,Geneviève Andre de la Launay,1966-08-26,64,étudiant,8000.0,Île-de-France
INS_001495,Marguerite Mathieu,2006-11-17,18,technicien,28100.0,Auvergne-Rhône-Alpes
INS_001496,Christine-Margot Benoit,1993-07-18,61,cadre,34200.0,Normandie
INS_001497,Diane-Margaret Andre,1953-01-02,24,commercial,27400.0,Hauts-de-France
INS_001498,Marc Roy,1989-04-07,19,infirmier,39100.0,Hauts-de-France
INS_001499,Danielle Navarro-Berger,2003-09-19,30,infirmier,27800.0,Auvergne-Rhône-Alpes
INS_001500,Daniel Roussel,1995-03-27,52,fonctionnaire,30800.0,Auvergne-Rhône-Alpes
INS_001501,Michelle Merle de la Durand,2000-10-25,28,retraité,19700.0,Auvergne-Rhône-Alpes
INS_001502,Adrien Robert,1956-09-13,79,cadre supérieur,56000.0,Grand Est
INS_001503,Victor Allain,2001-04-10,53,agriculteur,38000.0,Auvergne-Rhône-Alpes
INS_001504,Thérèse Jacquot,1953-05-23,78,chauffeur,30500.0,Provence-Alpes-Côte d'Azur
INS_001505,Timothée Dupuy,1978-05-09,37,infirmier,27300.0,Grand Est
INS_001506,Isabelle Roger,1983-11-12,52,médecin,73100.0,Occitanie
INS_001507,Théophile Arnaud,1990-08-01,21,chauffeur,38800.0,Île-de-France
INS_001508,Aurore Techer Le Lévêque,1971-10-13,23,cadre,57900.0,Occitanie
INS_001509,Inès Olivier-Lemaire,2007-07-22,58,sans emploi,9600.0,Normandie
INS_001510,Thierry Étienne,1999-10-02,57,retraité,9900.0,Nouvelle-Aquitaine
INS_001511,Claude Vasseur-Barthelemy,1993-12-06,60,médecin,96200.0,Pays de la Loire
INS_001512,Guillaume de Leclercq,1952-06-30,80,commercial,22700.0,Bourgogne-Franche-Comté
INS_001513,Zacharie Reynaud,1976-09-28,69,retraité,19600.0,Bretagne
INS_001514,Xavier Bertrand,1948-10-20,24,retraité,20900.0,Occitanie
INS_001515,Lorraine Lacroix,1972-10-13,27,retraité,8000.0,Normandie
INS_001516,Susanne Bertrand,1951-12-23,76,fonctionnaire,38600.0,Nouvelle-Aquitaine
INS_001517,René Schmitt,1955-05-10,68,sans emploi,10200.0,Normandie
INS_001518,Patrick Buisson,1952-09-16,47,médecin,44900.0,Occitanie
INS_001519,Matthieu Allain-Delorme,1965-12-07,47,commercial,29000.0,Normandie
INS_001520,Yves Le Rolland,1994-06-23,67,infirmier,30700.0,Nouvelle-Aquitaine
INS_001521,Henriette Perrin,1960-05-03,63,chauffeur,19900.0,Pays de la Loire
INS_001522,Émilie Mallet,2001-07-22,53,médecin,78700.0,Grand Est
INS_001523,Noël Mary,1975-12-01,44,infirmier,25000.0,Auvergne-Rhône-Alpes
INS_001524,Claudine Fabre,2003-11-09,53,enseignant,30800.0,Île-de-France
INS_001525,Dorothée Chevallier,1968-12-05,70,auto-entrepreneur,21200.0,Provence-Alpes-Côte d'Azur
INS_001526,Élise Lefort,1967-12-28,68,ouvrier,27000.0,Centre-Val de Loire
INS_001527,Eugène-Jacques Rodriguez,1947-06-03,60,médecin,62400.0,Grand Est
INS_001528,Anne-Laurence Dufour,1952-05-25,25,auto-entrepreneur,26000.0,Hauts-de-France
INS_001529,Suzanne Humbert,1956-03-08,46,retraité,20800.0,Île-de-France
INS_001530,Geneviève Collet,1983-06-06,22,technicien,32800.0,Hauts-de-France
INS_001531,Denise Verdier de la Fernandez,1971-05-03,21,technicien,25300.0,Île-de-France
INS_001532,Victoire de la Maury,1975-03-25,74,chauffeur,33600.0,Hauts-de-France
INS_001533,Laurence Garcia,1991-05-23,46,cadre supérieur,71300.0,Hauts-de-France
INS_001534,Gérard Millet-Gay,1981-11-27,57,technicien,19700.0,Hauts-de-France
